id,age, gender, education_level, job_title, years_of_experience, salary
541,32,Male,Bachelors,Software Engineer,8,190000
542,29,Female,Masters,Data Scientist,6,180000
543,30,Male,Bachelors,Data Analyst,5,160000
544,33,Female,Masters,Product Manager,11,198000
545,24,Male,Bachelors,Data Analyst,1,90000
546,31,Female,PhD,Data Scientist,9,195000
547,28,Male,Bachelors,Software Engineer,5,160000
548,27,Female,Bachelors,Product Manager,4,150000
549,26,Male,Bachelors,Data Analyst,3,130000
550,29,Female,Masters,Data Scientist,6,180000
551,32,Male,Bachelors,Software Engineer,8,190000
552,33,Female,Masters,Product Manager,11,198000
553,25,Male,Bachelors,Data Analyst,2,110000
554,30,Female,PhD,Data Scientist,7,185000
555,27,Male,Bachelors,Software Engineer,4,140000
556,34,Female,Masters,Product Manager,12,196000
557,31,Male,Bachelors,Data Analyst,9,195000
558,28,Female,Bachelors,Software Engineer,5,160000
559,26,Male,Bachelors,Data Analyst,3,130000
560,29,Female,Masters,Data Scientist,6,180000
561,32,Male,Bachelors,Software Engineer,8,190000
562,33,Female,Masters,Product Manager,11,198000
563,24,Male,Bachelors,Data Analyst,1,90000
564,27,Male,Bachelors,Software Engineer,4,140000
565,25,Female,Bachelors,Data Analyst,2,110000
566,30,Female,PhD,Data Scientist,7,185000
567,31,Male,Bachelors,Data Analyst,9,195000
568,28,Female,Bachelors,Software Engineer,5,160000
569,26,Male,Bachelors,Data Analyst,3,130000
570,29,Female,Masters,Data Scientist,6,180000
571,32,Male,Bachelors,Software Engineer,8,190000
572,33,Female,Masters,Product Manager,11,198000
573,24,Male,Bachelors,Data Analyst,1,90000
574,27,Male,Bachelors,Software Engineer,4,140000
575,25,Female,Bachelors,Data Analyst,2,110000
576,30,Female,PhD,Data Scientist,7,185000
577,31,Male,Bachelors,Data Analyst,9,195000
578,28,Female,Bachelors,Software Engineer,5,160000
579,26,Male,Bachelors,Data Analyst,3,130000
580,29,Female,Masters,Data Scientist,6,180000
581,32,Male,Bachelors,Software Engineer,8,190000
582,33,Female,Masters,Product Manager,11,198000
583,24,Male,Bachelors,Data Analyst,1,90000
584,27,Male,Bachelors,Software Engineer,4,140000
585,25,Female,Bachelors,Data Analyst,2,110000
586,30,Female,PhD,Data Scientist,7,185000
587,31,Male,Bachelors,Data Analyst,9,195000
588,28,Female,Bachelors,Software Engineer,5,160000
589,26,Male,Bachelors,Data Analyst,3,130000
590,29,Female,Masters,Data Scientist,6,180000
591,32,Male,Bachelors,Software Engineer,8,190000
592,33,Female,Masters,Product Manager,11,198000
593,24,Male,Bachelors,Data Analyst,1,90000
594,27,Male,Bachelors,Software Engineer,4,140000
595,25,Male,Bachelors,Data Analyst,2,125000
596,28,Female,Masters,Data Scientist,6,175000
597,30,Male,Bachelors,Software Engineer,8,190000
598,27,Female,Bachelors,Product Manager,4,150000
599,24,Male,Bachelors,Data Analyst,1,95000
600,31,Male,Masters,Data Scientist,9,195000
601,28,Male,Bachelors,Software Engineer,5,160000
602,33,Female,Masters,Product Manager,11,198000
603,26,Male,Bachelors,Data Analyst,3,130000
604,30,Female,PhD,Data Scientist,7,185000
605,27,Male,Bachelors,Software Engineer,4,140000
606,34,Female,Masters,Product Manager,12,196000
607,23,Male,Bachelors,Data Analyst,1,90000
608,32,Female,PhD,Data Scientist,10,193000
609,29,Male,Bachelors,Software Engineer,6,170000
610,30,Female,Bachelors,Product Manager,5,160000
611,26,Male,Bachelors,Data Analyst,3,135000
612,31,Female,Masters,Data Scientist,6,180000
613,28,Male,Bachelors,Software Engineer,5,160000
614,33,Female,Masters,Product Manager,11,198000
615,24,Male,Bachelors,Data Analyst,1,90000
616,30,Female,PhD,Data Scientist,7,185000
617,27,Male,Bachelors,Software Engineer,4,140000
618,34,Female,Masters,Product Manager,12,196000
619,25,Male,Bachelors,Data Analyst,2,115000
620,29,Female,Masters,Data Scientist,6,180000
621,32,Male,Bachelors,Software Engineer,8,190000
622,27,Female,Bachelors,Product Manager,4,150000
623,31,Male,Bachelors,Data Analyst,9,195000
624,28,Female,Bachelors,Software Engineer,5,160000
625,33,Male,Masters,Product Manager,11,198000
626,26,Female,Bachelors,Data Analyst,3,130000
627,30,Male,PhD,Data Scientist,7,185000
628,27,Female,Bachelors,Software Engineer,4,140000
629,34,Male,Masters,Product Manager,12,196000
630,25,Female,Bachelors,Data Analyst,2,110000
631,32,Male,Bachelors,Software Engineer,8,190000
632,29,Female,Masters,Data Scientist,6,180000
633,30,Male,Bachelors,Data Analyst,5,160000
634,33,Female,Masters,Product Manager,11,198000
635,24,Male,Bachelors,Data Analyst,1,90000
636,31,Female,PhD,Data Scientist,9,195000
637,28,Male,Bachelors,Software Engineer,5,160000
638,27,Female,Bachelors,Product Manager,4,150000
639,26,Male,Bachelors,Data Analyst,3,130000
640,29,Female,Masters,Data Scientist,6,180000
641,32,Male,Bachelors,Software Engineer,8,190000
642,33,Female,Masters,Product Manager,11,198000
643,25,Male,Bachelors,Data Analyst,2,110000
644,30,Female,PhD,Data Scientist,7,185000
645,27,Male,Bachelors,Software Engineer,4,140000
646,34,Female,Masters,Product Manager,12,196000
647,31,Male,Bachelors,Data Analyst,9,195000
648,28,Female,Bachelors,Software Engineer,5,160000
649,26,Male,Bachelors,Data Analyst,3,130000
650,29,Female,Masters,Data Scientist,6,180000
651,32,Male,Bachelors,Software Engineer,8,190000
652,33,Female,Masters,Product Manager,11,198000
653,24,Male,Bachelors,Data Analyst,1,90000
654,27,Male,Bachelors,Software Engineer,4,140000
655,25,Female,Bachelors,Data Analyst,2,110000
656,30,Female,PhD,Data Scientist,7,185000
657,31,Male,Bachelors,Data Analyst,9,195000
658,28,Female,Bachelors,Software Engineer,5,160000
659,26,Male,Bachelors,Data Analyst,3,130000
660,29,Female,Masters,Data Scientist,6,180000
661,32,Male,Bachelors,Software Engineer,8,190000
662,33,Female,Masters,Product Manager,11,198000
663,24,Male,Bachelors,Data Analyst,1,90000
664,27,Male,Bachelors,Software Engineer,4,140000
665,25,Female,Bachelors,Data Analyst,2,110000
666,30,Female,PhD,Data Scientist,7,185000
667,31,Male,Bachelors,Data Analyst,9,195000
668,28,Female,Bachelors,Software Engineer,5,160000
669,26,Male,Bachelors,Data Analyst,3,130000
670,29,Female,Masters,Data Scientist,6,180000
671,32,Male,Bachelors,Software Engineer,8,190000
672,33,Female,Masters,Product Manager,11,198000
673,24,Male,Bachelors,Data Analyst,1,90000
674,27,Male,Bachelors,Software Engineer,4,140000
675,23,Male,Bachelors,Data Analyst,1,90000
676,27,Female,Masters,Data Scientist,4,150000
677,32,Male,Bachelors,Software Engineer,8,190000
678,24,Female,Bachelors,Product Manager,3,125000
679,25,Male,Bachelors,Data Analyst,2,110000
680,31,Male,Masters,Data Scientist,7,180000
681,28,Male,Bachelors,Software Engineer,5,160000
682,33,Female,Masters,Product Manager,10,195000
683,26,Male,Bachelors,Data Analyst,3,130000
684,30,Female,PhD,Data Scientist,6,170000
685,27,Male,Bachelors,Software Engineer,4,140000
686,34,Female,Masters,Product Manager,11,196000
687,23,Male,Bachelors,Data Analyst,1,92000
688,32,Female,PhD,Data Scientist,9,195000
689,29,Male,Bachelors,Software Engineer,6,170000
690,30,Female,Bachelors,Product Manager,5,160000
691,26,Male,Bachelors,Data Analyst,3,135000
692,31,Female,Masters,Data Scientist,6,180000
693,28,Male,Bachelors,Software Engineer,5,165000
694,33,Female,Masters,Product Manager,11,198000
695,24,Male,Bachelors,Data Analyst,1,95000
696,30,Female,PhD,Data Scientist,7,185000
697,27,Male,Bachelors,Software Engineer,4,140000
698,34,Female,Masters,Product Manager,12,196000
699,25,Male,Bachelors,Data Analyst,2,115000
700,29,Female,Masters,Data Scientist,6,180000
701,32,Male,Bachelors,Software Engineer,8,190000
702,27,Female,Bachelors,Product Manager,4,150000
703,31,Male,Bachelors,Data Analyst,9,195000
704,28,Female,Bachelors,Software Engineer,5,160000
705,33,Male,Masters,Product Manager,11,198000
706,26,Female,Bachelors,Data Analyst,3,130000
707,30,Male,PhD,Data Scientist,7,185000
708,27,Female,Bachelors,Software Engineer,4,140000
709,34,Male,Masters,Product Manager,12,196000
710,25,Female,Bachelors,Data Analyst,2,110000
711,32,Male,Bachelors,Software Engineer,8,190000
712,29,Female,Masters,Data Scientist,6,180000
713,30,Male,Bachelors,Data Analyst,5,160000
714,33,Female,Masters,Product Manager,11,198000
715,24,Male,Bachelors,Data Analyst,1,90000
716,31,Female,PhD,Data Scientist,9,195000
717,28,Male,Bachelors,Software Engineer,5,160000
718,27,Female,Bachelors,Product Manager,4,150000
719,26,Male,Bachelors,Data Analyst,3,130000
720,29,Female,Masters,Data Scientist,6,180000
721,32,Male,Bachelors,Software Engineer,8,190000
722,33,Female,Masters,Product Manager,11,198000
723,25,Male,Bachelors,Data Analyst,2,110000
724,30,Female,PhD,Data Scientist,7,185000
725,27,Male,Bachelors,Software Engineer,4,140000
726,34,Female,Masters,Product Manager,12,196000
727,31,Male,Bachelors,Data Analyst,9,195000
728,28,Female,Bachelors,Software Engineer,5,160000
729,26,Male,Bachelors,Data Analyst,3,130000
730,29,Female,Masters,Data Scientist,6,180000
731,32,Male,Bachelors,Software Engineer,8,190000
732,33,Female,Masters,Product Manager,11,198000
733,24,Male,Bachelors,Data Analyst,1,90000
734,27,Male,Bachelors,Software Engineer,4,140000
735,25,Female,Bachelors,Data Analyst,2,110000
736,30,Female,PhD,Data Scientist,7,185000
737,31,Male,Bachelors,Data Analyst,9,195000
738,28,Female,Bachelors,Software Engineer,5,160000
739,26,Male,Bachelors,Data Analyst,3,130000
740,29,Female,Masters,Data Scientist,6,180000
741,32,Male,Bachelors,Software Engineer,8,190000
742,33,Female,Masters,Product Manager,11,198000
743,24,Male,Bachelors,Data Analyst,1,90000
744,27,Male,Bachelors,Software Engineer,4,140000
745,25,Female,Bachelors,Data Analyst,2,110000
746,30,Female,PhD,Data Scientist,7,185000
747,31,Male,Bachelors,Data Analyst,9,195000
748,28,Female,Bachelors,Software Engineer,5,160000
749,26,Male,Bachelors,Data Analyst,3,130000
750,29,Female,Masters,Data Scientist,6,180000
751,32,Male,Bachelors,Software Engineer,8,190000
752,33,Female,Masters,Product Manager,11,198000
753,24,Male,Bachelors,Data Analyst,1,90000
754,27,Male,Bachelors,Software Engineer,4,140000
755,25,Female,Bachelors,Data Analyst,2,110000
756,30,Female,PhD,Data Scientist,7,185000
757,31,Male,Bachelors,Data Analyst,9,195000
758,28,Female,Bachelors,Software Engineer,5,160000
759,26,Male,Bachelors,Data Analyst,3,130000
760,29,Female,Masters,Data Scientist,6,180000
761,32,Male,Bachelors,Software Engineer,8,190000
762,33,Female,Masters,Product Manager,11,198000
763,24,Male,Bachelors,Data Analyst,1,90000
764,27,Male,Bachelors,Software Engineer,4,140000
765,25,Female,Bachelors,Data Analyst,2,110000
766,30,Female,PhD,Data Scientist,7,185000
767,31,Male,Bachelors,Data Analyst,9,195000
768,28,Female,Bachelors,Software Engineer,5,160000
769,26,Male,Bachelors,Data Analyst,3,130000
770,29,Female,Masters,Data Scientist,6,180000
771,32,Male,Bachelors,Software Engineer,8,190000
772,33,Female,Masters,Product Manager,11,198000
773,24,Male,Bachelors,Data Analyst,1,90000
774,27,Male,Bachelors,Software Engineer,4,140000
775,25,Female,Bachelors,Data Analyst,2,110000
776,30,Female,PhD,Data Scientist,7,185000
777,31,Male,Bachelors,Data Analyst,9,195000
778,28,Female,Bachelors,Software Engineer,5,160000
779,26,Male,Bachelors,Data Analyst,3,130000
780,29,Female,Masters,Data Scientist,6,180000
781,32,Male,Bachelors,Software Engineer,8,190000
782,33,Female,Masters,Product Manager,11,198000
783,24,Male,Bachelors,Data Analyst,1,90000
784,27,Male,Bachelors,Software Engineer,4,140000
785,25,Female,Bachelors,Data Analyst,2,110000
786,30,Female,PhD,Data Scientist,7,185000
787,31,Male,Bachelors,Data Analyst,9,195000
788,28,Female,Bachelors,Software Engineer,5,160000
789,26,Male,Bachelors,Data Analyst,3,130000
790,29,Female,Masters,Data Scientist,6,180000
791,32,Male,Bachelors,Software Engineer,8,190000
792,33,Female,Masters,Product Manager,11,198000
793,24,Male,Bachelors,Data Analyst,1,90000
794,27,Male,Bachelors,Software Engineer,4,140000
795,25,Female,Bachelors,Data Analyst,2,110000
796,30,Female,PhD,Data Scientist,7,185000
797,31,Male,Bachelors,Data Analyst,9,195000
798,28,Female,Bachelors,Software Engineer,5,160000
799,26,Male,Bachelors,Data Analyst,3,130000
800,29,Female,Masters,Data Scientist,6,180000
801,32,Male,Bachelors,Software Engineer,8,190000
802,33,Female,Masters,Product Manager,11,198000
803,24,Male,Bachelors,Data Analyst,1,90000
804,27,Male,Bachelors,Software Engineer,4,140000
805,25,Female,Bachelors,Data Analyst,2,110000
806,30,Female,PhD,Data Scientist,7,185000
807,31,Male,Bachelors,Data Analyst,9,195000
808,28,Female,Bachelors,Software Engineer,5,160000
809,25,Male,Bachelors,Data Analyst,3,135000
810,32,Male,Bachelors,Software Engineer,8,190000
811,29,Female,Masters,Data Scientist,6,180000
812,30,Male,Bachelors,Data Analyst,5,160000
813,24,Male,Bachelors,Data Analyst,1,95000
814,33,Female,Masters,Product Manager,11,196000
815,27,Male,Bachelors,Software Engineer,4,140000
816,26,Male,Bachelors,Data Analyst,3,130000
817,30,Female,PhD,Data Scientist,7,185000
818,31,Male,Bachelors,Data Analyst,9,195000
819,28,Female,Bachelors,Software Engineer,5,160000
820,26,Female,Bachelors,Data Analyst,3,130000
821,30,Male,PhD,Data Scientist,7,185000
822,27,Female,Bachelors,Product Manager,4,150000
823,24,Male,Bachelors,Data Analyst,1,90000
824,33,Male,Masters,Product Manager,11,198000
825,25,Male,Bachelors,Data Analyst,2,115000
826,28,Male,Bachelors,Software Engineer,5,165000
827,26,Male,Bachelors,Data Analyst,3,130000
828,29,Female,Masters,Data Scientist,6,180000
829,32,Male,Bachelors,Software Engineer,8,190000
830,33,Female,Masters,Product Manager,11,198000
831,27,Male,Bachelors,Software Engineer,4,140000
832,31,Female,Masters,Data Scientist,6,180000
833,30,Male,Bachelors,Data Analyst,5,160000
834,24,Male,Bachelors,Data Analyst,1,92000
835,28,Female,Bachelors,Software Engineer,5,160000
836,26,Male,Bachelors,Data Analyst,3,130000
837,32,Male,Bachelors,Software Engineer,8,190000
838,33,Female,Masters,Product Manager,11,198000
839,25,Male,Bachelors,Data Analyst,2,110000
840,30,Female,PhD,Data Scientist,7,185000
841,27,Male,Bachelors,Software Engineer,4,140000
842,34,Female,Masters,Product Manager,12,196000
843,31,Male,Bachelors,Data Analyst,9,195000
844,28,Female,Bachelors,Software Engineer,5,160000
845,26,Male,Bachelors,Data Analyst,3,130000
846,29,Female,Masters,Data Scientist,6,180000
847,32,Male,Bachelors,Software Engineer,8,190000
848,33,Female,Masters,Product Manager,11,198000
849,24,Male,Bachelors,Data Analyst,1,90000
850,27,Male,Bachelors,Software Engineer,4,140000
851,25,Female,Bachelors,Data Analyst,2,110000
852,30,Female,PhD,Data Scientist,7,185000
853,31,Male,Bachelors,Data Analyst,9,195000
854,28,Female,Bachelors,Software Engineer,5,160000
855,26,Male,Bachelors,Data Analyst,3,130000
856,29,Female,Masters,Data Scientist,6,180000
857,32,Male,Bachelors,Software Engineer,8,190000
858,33,Female,Masters,Product Manager,11,198000
859,24,Male,Bachelors,Data Analyst,1,90000
860,27,Male,Bachelors,Software Engineer,4,140000
861,25,Female,Bachelors,Data Analyst,2,110000
862,30,Female,PhD,Data Scientist,7,185000
863,31,Male,Bachelors,Data Analyst,9,195000
864,28,Female,Bachelors,Software Engineer,5,160000
865,26,Male,Bachelors,Data Analyst,3,130000
866,29,Female,Masters,Data Scientist,6,180000
867,32,Male,Bachelors,Software Engineer,8,190000
868,33,Female,Masters,Product Manager,11,198000
869,24,Male,Bachelors,Data Analyst,1,90000
870,27,Male,Bachelors,Software Engineer,4,140000
871,25,Female,Bachelors,Data Analyst,2,110000
872,30,Female,PhD,Data Scientist,7,185000
873,31,Male,Bachelors,Data Analyst,9,195000
874,28,Female,Bachelors,Software Engineer,5,160000
875,26,Male,Bachelors,Data Analyst,3,130000
876,29,Female,Masters,Data Scientist,6,180000
877,32,Male,Bachelors,Software Engineer,8,190000
878,33,Female,Masters,Product Manager,11,198000
879,24,Male,Bachelors,Data Analyst,1,90000
880,27,Male,Bachelors,Software Engineer,4,140000
881,25,Female,Bachelors,Data Analyst,2,110000
882,30,Female,PhD,Data Scientist,7,185000
883,31,Male,Bachelors,Data Analyst,9,195000
884,28,Female,Bachelors,Software Engineer,5,160000
885,26,Male,Bachelors,Data Analyst,3,130000
886,29,Female,Masters,Data Scientist,6,180000
887,32,Male,Bachelors,Software Engineer,8,190000
888,33,Female,Masters,Product Manager,11,198000
889,24,Male,Bachelors,Data Analyst,1,90000
890,27,Male,Bachelors,Software Engineer,4,140000
891,25,Female,Bachelors,Data Analyst,2,110000
892,30,Female,PhD,Data Scientist,7,185000
893,31,Male,Bachelors,Data Analyst,9,195000
894,28,Female,Bachelors,Software Engineer,5,160000
895,26,Male,Bachelors,Data Analyst,3,130000
896,29,Female,Masters,Data Scientist,6,180000
